HomeVictory,HomeDefeat,HomeDraw,HomeGoal,ExtVictory,ExtDefeat,ExtDraw,ExtGoal,Date,TrueResult,BetH,BetD,BetA
0.333333333333,0,0.666666666667,2.66666666667,0,0,1,1.66666666667,131025,D,1.62,4,5
1,0,0,2.33333333333,0,0.333333333333,0.666666666667,0.666666666667,131026,H,1.1,9,21
0.666666666667,0,0.333333333333,2.33333333333,0,0.666666666667,0.333333333333,1.66666666667,131026,A,2.3,3.5,2.9
0.666666666667,0,0.333333333333,2,0.333333333333,0.666666666667,0,1,131026,H,1.5,4.33,6
0,0.666666666667,0.333333333333,1,0.333333333333,0.666666666667,0,1,131026,H,1.57,4.1,5.25
0.666666666667,0.333333333333,0,2,0.333333333333,0.333333333333,0.333333333333,1,131026,A,4.2,3.6,1.83
0.666666666667,0.333333333333,0,1.33333333333,0.333333333333,0.333333333333,0.333333333333,1.33333333333,131026,H,1.62,3.75,5.5
0,0,1,1,0.333333333333,0.333333333333,0.333333333333,3,131027,A,2.6,3.4,2.6
1,0,0,3.33333333333,0.333333333333,0,0.666666666667,1.66666666667,131027,H,2.05,3.5,3.4
1,0,0,4,0.666666666667,0,0.333333333333,2.66666666667,131101,H,1.22,6,12
0,0.666666666667,0.333333333333,1,0.666666666667,0.333333333333,0,2,131102,H,7,4.33,1.44
0,0.333333333333,0.666666666667,1.33333333333,0.333333333333,0.666666666667,0,1,131102,A,2.3,3.4,3
0.333333333333,0.333333333333,0.333333333333,2.33333333333,0,0.666666666667,0.333333333333,1,131102,A,2.3,3.5,2.9
0.666666666667,0.333333333333,0,1.33333333333,0.666666666667,0,0.333333333333,2.33333333333,131102,A,2.3,3.4,3
0.333333333333,0.333333333333,0.333333333333,2,0.333333333333,0,0.666666666667,2,131102,A,12,6,1.25
0,0.666666666667,0.333333333333,0.333333333333,0,0.666666666667,0.333333333333,0.333333333333,131102,A,2,3.4,3.75
0.333333333333,0.333333333333,0.333333333333,1.66666666667,0,1,0,1,131103,H,2,3.5,3.6
0,0.333333333333,0.666666666667,1,0,1,0,0,131103,H,2.25,3.5,3
0.333333333333,0.333333333333,0.333333333333,1.33333333333,0.333333333333,0.666666666667,0,1,131108,D,1.62,3.8,5.5
1,0,0,2.66666666667,0,1,0,1,131109,H,1.13,8,19
0,0.666666666667,0.333333333333,1.66666666667,0,0.333333333333,0.666666666667,1.33333333333,131109,A,2.2,3.4,3.2
0.666666666667,0,0.333333333333,1.66666666667,0.666666666667,0,0.333333333333,3.33333333333,131109,H,1.5,4.33,6
1,0,0,3.33333333333,0,0,1,1.66666666667,131109,H,1.53,4.1,6
0.333333333333,0.666666666667,0,1.66666666667,0.333333333333,0.333333333333,0.333333333333,1,131109,H,1.57,4,5.5
0.666666666667,0.333333333333,0,1.66666666667,0.333333333333,0.333333333333,0.333333333333,1.33333333333,131109,H,4.5,3.8,1.73
0,0.333333333333,0.666666666667,0.666666666667,0.333333333333,0.333333333333,0.333333333333,2.66666666667,131110,A,3,3.4,2.3
0.333333333333,0.333333333333,0.333333333333,1.66666666667,0,0.333333333333,0.666666666667,1,131110,H,2.5,3.3,2.88
0,0,1,1,0.333333333333,0.333333333333,0.333333333333,1.33333333333,131122,A,2.3,3.5,2.9
0.333333333333,0.333333333333,0.333333333333,1.66666666667,0.333333333333,0.333333333333,0.333333333333,2.33333333333,131123,H,2.1,3.5,3.3
0.333333333333,0.666666666667,0,1,0.333333333333,0.333333333333,0.333333333333,1,131123,A,2.4,3.3,2.9
1,0,0,4,0.666666666667,0,0.333333333333,2.33333333333,131123,A,3.6,3.6,2
0,0.333333333333,0.666666666667,1.33333333333,0.666666666667,0,0.333333333333,2.66666666667,131123,D,2.6,3.4,2.6
0.666666666667,0.333333333333,0,1.33333333333,0.666666666667,0.333333333333,0,2,131123,A,3,3.25,2.38
0,0.666666666667,0.333333333333,0.333333333333,0.666666666667,0.333333333333,0,1.33333333333,131123,D,3.2,3.4,2.2
0,0.666666666667,0.333333333333,1,0,1,0,0.666666666667,131124,H,2,3.6,3.5
0.333333333333,0,0.666666666667,2,0,1,0,1,131124,A,2.38,3.4,2.88
0.666666666667,0.333333333333,0,1.66666666667,0.666666666667,0.333333333333,0,3.66666666667,131129,D,1.8,3.6,4.33
1,0,0,3.33333333333,0.333333333333,0.333333333333,0.333333333333,0.666666666667,131130,H,1.06,15,51
0.333333333333,0.666666666667,0,0.333333333333,0,1,0,0.666666666667,131130,D,2,3.5,3.6
0,1,0,1.33333333333,0,0.666666666667,0.333333333333,0.666666666667,131130,D,1.8,3.75,4.2
0.666666666667,0,0.333333333333,2.66666666667,0,0.333333333333,0.666666666667,1,131130,H,1.44,4.5,6.5
0.666666666667,0,0.333333333333,1.66666666667,0.333333333333,0.666666666667,0,1.33333333333,131130,A,5,4.33,1.57
0.666666666667,0.333333333333,0,2.66666666667,0.333333333333,0.333333333333,0.333333333333,2.33333333333,131130,H,1.67,3.8,5
0,0.333333333333,0.666666666667,0.666666666667,0,0.666666666667,0.333333333333,0.666666666667,131201,H,2.4,3.4,2.8
1,0,0,3,0.666666666667,0,0.333333333333,1.33333333333,131201,H,1.4,4.33,8.5
0,0.666666666667,0.333333333333,0.333333333333,0.333333333333,0.666666666667,0,1.66666666667,131206,D,2.6,3.2,2.75
0.666666666667,0.333333333333,0,2.33333333333,0.666666666667,0.333333333333,0,1,131207,A,1.5,4.33,6
0,0.333333333333,0.666666666667,1.66666666667,0.333333333333,0.333333333333,0.333333333333,2,131207,A,2.1,3.6,3.25
0.333333333333,0.333333333333,0.333333333333,2,0,0.666666666667,0.333333333333,0.333333333333,131207,A,2.05,3.5,3.5
1,0,0,2.66666666667,0.666666666667,0,0.333333333333,2.66666666667,131207,H,2.25,3.4,3.1
0,0.333333333333,0.666666666667,0.666666666667,0,1,0,1,131207,H,2,3.5,3.6
0.333333333333,0.333333333333,0.333333333333,1.66666666667,0.666666666667,0,0.333333333333,2,131207,A,12,6,1.22
0.333333333333,0.666666666667,0,1,0.333333333333,0.333333333333,0.333333333333,2,131208,A,3.5,3.3,2.1
0,0.666666666667,0.333333333333,0.666666666667,0.666666666667,0,0.333333333333,1.66666666667,131208,A,3.75,3.4,2
0,0.666666666667,0.333333333333,0,0,0.666666666667,0.333333333333,1.66666666667,131213,H,1.62,4,5.25
0.666666666667,0.333333333333,0,1.66666666667,0,0.666666666667,0.333333333333,0,131214,H,1.5,4,7
1,0,0,2.66666666667,0.333333333333,0.333333333333,0.333333333333,2.33333333333,131214,H,1.1,9,21
0.333333333333,0.333333333333,0.333333333333,1,0,0.666666666667,0.333333333333,0.666666666667,131214,D,1.95,3.5,3.75
0,0.666666666667,0.333333333333,2.33333333333,0.666666666667,0.333333333333,0,2.33333333333,131214,D,4.33,4,1.73
0.666666666667,0.333333333333,0,1.33333333333,0.666666666667,0.333333333333,0,1.33333333333,131214,D,2.75,3.3,2.5
0.666666666667,0,0.333333333333,2,0.333333333333,0.666666666667,0,1.33333333333,131214,H,1.75,3.75,4.5
1,0,0,3.33333333333,0,1,0,0.333333333333,131215,A,1.44,4.33,7
0.666666666667,0.333333333333,0,2.33333333333,0.666666666667,0.333333333333,0,1.33333333333,131215,H,1.4,4.5,8
0,0.666666666667,0.333333333333,1.66666666667,0.333333333333,0.333333333333,0.333333333333,0.333333333333,131220,D,2.3,3.4,3
0.333333333333,0.666666666667,0,0.333333333333,0.666666666667,0.333333333333,0,2,131221,H,4,3.4,1.91
0.333333333333,0.666666666667,0,2,0.666666666667,0.333333333333,0,2.33333333333,131221,A,1.36,5,7.5
0,1,0,0.333333333333,0,1,0,1.66666666667,131221,H,2.45,3.3,2.8
0.333333333333,0.666666666667,0,1,0.333333333333,0.333333333333,0.333333333333,1.66666666667,131221,A,2.1,3.5,3.3
0,0.333333333333,0.666666666667,0.666666666667,0.333333333333,0.333333333333,0.333333333333,2,131221,D,3.4,3.5,2.05
0.333333333333,0.666666666667,0,1.66666666667,0.666666666667,0.333333333333,0,0.666666666667,131221,H,4.5,3.75,1.73
1,0,0,2,0.666666666667,0,0.333333333333,2,131222,D,2.1,3.4,3.4
0.666666666667,0,0.333333333333,1.66666666667,1,0,0,4,140124,A,6.5,4.5,1.44
0,1,0,0.333333333333,0.333333333333,0,0.666666666667,0.666666666667,140125,D,1.29,5.5,9.5
0,0.333333333333,0.666666666667,1.66666666667,1,0,0,2.33333333333,140125,H,2.38,3.4,2.88
0.333333333333,0.666666666667,0,1,0.666666666667,0.333333333333,0,0.666666666667,140125,H,4.5,3.75,1.73
0,0,1,0.666666666667,0.333333333333,0.666666666667,0,0.666666666667,140125,H,2.6,3.4,2.63
0.333333333333,0.333333333333,0.333333333333,1.66666666667,0.666666666667,0,0.333333333333,2.33333333333,140125,A,2.05,3.4,3.5
0.666666666667,0,0.333333333333,2,0,1,0,1.33333333333,140125,A,1.55,4.2,5.5
0.333333333333,0.666666666667,0,1.66666666667,0,0.333333333333,0.666666666667,1.33333333333,140126,A,2.7,3.6,2.4
0.333333333333,0.666666666667,0,1,0,0.666666666667,0.333333333333,0.333333333333,140126,D,1.85,3.5,4.2
0.333333333333,0.666666666667,0,1.66666666667,1,0,0,4,140129,A,10,6,1.25
0.333333333333,0.666666666667,0,0.333333333333,0.333333333333,0.333333333333,0.333333333333,2,140131,A,10,5.5,1.29
1,0,0,2.66666666667,0,0.666666666667,0.333333333333,2.33333333333,140201,H,1.67,3.75,5
0.333333333333,0,0.666666666667,1.66666666667,0.666666666667,0,0.333333333333,1.33333333333,140201,H,2.7,3.4,2.5
0,0.333333333333,0.666666666667,2.66666666667,0,0.666666666667,0.333333333333,1.66666666667,140201,H,2.05,3.4,3.5
0.666666666667,0.333333333333,0,2.66666666667,0.333333333333,0.666666666667,0,1.33333333333,140201,H,1.5,4.2,6.25
0.333333333333,0.333333333333,0.333333333333,0.666666666667,0.333333333333,0.666666666667,0,0.333333333333,140201,H,1.75,3.75,4.5
1,0,0,2.66666666667,0.333333333333,0,0.666666666667,2,140201,H,2,3.5,3.6
1,0,0,2.66666666667,0.333333333333,0.666666666667,0,0.333333333333,140202,H,1.1,10,17
0.333333333333,0.333333333333,0.333333333333,1,0,0.666666666667,0.333333333333,1.33333333333,140202,A,1.83,3.6,4.2
0.333333333333,0.333333333333,0.333333333333,1.33333333333,0.333333333333,0.666666666667,0,1,140207,A,2.55,3.3,2.7
0.333333333333,0.333333333333,0.333333333333,1,0,0.666666666667,0.333333333333,0.333333333333,140208,H,1.62,3.75,5.5
0.666666666667,0.333333333333,0,1.66666666667,0.333333333333,0.666666666667,0,0.666666666667,140208,D,2.63,3.5,2.5
0,1,0,0.666666666667,0.666666666667,0.333333333333,0,1.33333333333,140208,A,2.6,3.4,2.6
0.333333333333,0,0.666666666667,1.66666666667,1,0,0,3.66666666667,140208,A,11,6.5,1.22
0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.666666666667,0,0.333333333333,2.33333333333,140208,A,8,4.75,1.36
0.333333333333,0.333333333333,0.333333333333,1.66666666667,0.666666666667,0,0.333333333333,2,140208,H,1.8,3.6,4.33
1,0,0,2.33333333333,0.333333333333,0.666666666667,0,2,140209,H,1.57,3.8,6
0.333333333333,0.666666666667,0,2,0.333333333333,0,0.666666666667,1.33333333333,140209,A,2.4,3.4,2.8
0.333333333333,0.333333333333,0.333333333333,1,0.333333333333,0.666666666667,0,1.33333333333,140214,H,1.91,3.5,4
1,0,0,3.33333333333,0,1,0,0,140215,H,1.08,10,23
0.333333333333,0.666666666667,0,0.666666666667,0,0.666666666667,0.333333333333,0.666666666667,140215,H,2.75,3.3,2.5
0,0.666666666667,0.333333333333,1,0.333333333333,0.666666666667,0,0.333333333333,140215,H,1.25,6,10
0.333333333333,0,0.666666666667,3,0,1,0,0.666666666667,140215,H,1.95,3.6,3.6
0.666666666667,0.333333333333,0,1.66666666667,0.333333333333,0.333333333333,0.333333333333,1.33333333333,140215,A,2.1,3.4,3.4
0.333333333333,0.333333333333,0.333333333333,0.666666666667,0.333333333333,0.333333333333,0.333333333333,1,140215,D,3.5,3.5,2.05
1,0,0,3,0.333333333333,0.333333333333,0.333333333333,2,140216,A,1.8,3.6,4.33
0.333333333333,0.333333333333,0.333333333333,1.33333333333,0.333333333333,0.333333333333,0.333333333333,2,140216,A,2.38,3.4,2.88
1,0,0,2,0.666666666667,0.333333333333,0,1.66666666667,140221,D,1.75,3.6,4.6
0.666666666667,0,0.333333333333,2,0.333333333333,0,0.666666666667,2.33333333333,140222,A,3.1,3.25,2.3
0,1,0,0.666666666667,0.666666666667,0,0.333333333333,3,140222,H,7.5,5,1.36
0,0.666666666667,0.333333333333,0.666666666667,0,0.666666666667,0.333333333333,0.333333333333,140222,D,1.95,3.6,3.6
0.333333333333,0.333333333333,0.333333333333,1.33333333333,0,0.666666666667,0.333333333333,0.333333333333,140222,H,1.62,3.75,5.5
0,1,0,1,0.666666666667,0.333333333333,0,1.66666666667,140222,A,2.63,3.3,2.6
0.666666666667,0.333333333333,0,2.33333333333,0.333333333333,0.666666666667,0,1,140222,H,2.4,3.4,2.8
0.666666666667,0,0.333333333333,1.66666666667,0,0.666666666667,0.333333333333,2.33333333333,140223,D,1.7,3.75,4.75
0.666666666667,0,0.333333333333,2.66666666667,1,0,0,2,140223,A,10,7,1.22
0.333333333333,0.666666666667,0,1.66666666667,0,1,0,0,140228,D,1.62,3.75,5.5
0.666666666667,0.333333333333,0,2.33333333333,0.333333333333,0.666666666667,0,1,140301,D,1.75,3.6,4.75
1,0,0,4,0.666666666667,0,0.333333333333,1.66666666667,140301,H,1.18,7,13
0.666666666667,0.333333333333,0,2,0,0.333333333333,0.666666666667,0.666666666667,140301,D,4,3.5,1.91
0.333333333333,0.333333333333,0.333333333333,2.33333333333,0.666666666667,0,0.333333333333,2.33333333333,140301,H,1.22,6.5,11
0.333333333333,0.666666666667,0,1,0.333333333333,0.333333333333,0.333333333333,0.666666666667,140301,A,1.75,3.8,4.33
0,0.333333333333,0.666666666667,0.666666666667,0,1,0,1,140301,H,2.63,3.5,2.5
0.666666666667,0,0.333333333333,1.33333333333,0,1,0,1,140302,H,2.1,3.5,3.3
0.666666666667,0,0.333333333333,3,0.333333333333,0.333333333333,0.333333333333,1.66666666667,140302,H,2.6,3.4,2.6
0.333333333333,0.666666666667,0,1,0.333333333333,0.666666666667,0,0.333333333333,140308,D,2.5,3.3,2.75
0.333333333333,0.333333333333,0.333333333333,2,0.333333333333,0.666666666667,0,1.33333333333,140308,D,3,3.4,2.3
0,0.666666666667,0.333333333333,0.666666666667,0.666666666667,0,0.333333333333,3.33333333333,140308,A,2.3,3.25,3.1
0.666666666667,0.333333333333,0,2,0,0.666666666667,0.333333333333,1,140308,A,1.91,3.5,4
0.666666666667,0,0.333333333333,1.33333333333,0,0.333333333333,0.666666666667,1,140308,H,1.75,4,4.2
0,1,0,1,0,0.666666666667,0.333333333333,0.333333333333,140308,D,1.67,3.8,5
0.666666666667,0.333333333333,0,2.33333333333,1,0,0,2.66666666667,140308,A,9,5.75,1.29
0.333333333333,0.333333333333,0.333333333333,2,0.666666666667,0.333333333333,0,2.33333333333,140309,A,9,5,1.33
0.666666666667,0,0.333333333333,1.33333333333,0.666666666667,0.333333333333,0,1.66666666667,140309,D,2.2,3.2,3.4
0.333333333333,0.333333333333,0.333333333333,1.33333333333,0.666666666667,0.333333333333,0,2,140314,A,2.25,3.3,3.1
1,0,0,4.66666666667,0.333333333333,0.333333333333,0.333333333333,1,140315,H,1.14,8,15
0.333333333333,0.333333333333,0.333333333333,2,0.333333333333,0.666666666667,0,1.66666666667,140315,D,3.8,3.6,1.91
0.666666666667,0,0.333333333333,3,0,0.333333333333,0.666666666667,1,140315,A,1.36,5,7.5
0,0.666666666667,0.333333333333,0.666666666667,0,0.666666666667,0.333333333333,0.333333333333,140315,A,1.91,3.5,4
1,0,0,4.33333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,140315,A,2.2,3.5,3.1
0.333333333333,0.333333333333,0.333333333333,1,0,1,0,1,140315,D,2.5,3.4,2.7
0.666666666667,0,0.333333333333,1.66666666667,0,0.666666666667,0.333333333333,0,140316,A,1.83,3.6,4.2
0.333333333333,0.333333333333,0.333333333333,1.33333333333,0.666666666667,0.333333333333,0,1.33333333333,140316,H,2.2,3.4,3.2
0,0.666666666667,0.333333333333,1,0.333333333333,0.333333333333,0.333333333333,1,140321,H,2.2,3.3,3.25
0.333333333333,0.333333333333,0.333333333333,1.33333333333,0.666666666667,0.333333333333,0,2,140322,A,4.75,4,1.67
0.666666666667,0,0.333333333333,1.66666666667,1,0,0,4,140322,A,11,6.5,1.22
0,0.666666666667,0.333333333333,1,0.666666666667,0,0.333333333333,2,140322,H,2,3.4,3.75
0.666666666667,0,0.333333333333,2,0,0.666666666667,0.333333333333,1,140322,H,1.4,4.75,7
0,0.666666666667,0.333333333333,1.33333333333,0,1,0,0.666666666667,140322,H,2,3.5,3.6
0.666666666667,0.333333333333,0,2.33333333333,1,0,0,3.33333333333,140322,D,2.1,3.5,3.3
0.333333333333,0.666666666667,0,1,0,0.333333333333,0.666666666667,1,140323,A,1.73,3.8,4.5
0.333333333333,0.666666666667,0,0.666666666667,0,0.666666666667,0.333333333333,0.333333333333,140323,A,2.4,3.3,2.88
0.333333333333,0,0.666666666667,2,0.666666666667,0,0.333333333333,1.66666666667,140325,H,3.4,3.4,2.1
0.666666666667,0.333333333333,0,2.66666666667,0.666666666667,0.333333333333,0,1.66666666667,140325,D,1.44,4.75,6.5
0,0.666666666667,0.333333333333,0.333333333333,1,0,0,4,140325,A,13,6.5,1.2
0.333333333333,0,0.666666666667,1,0.333333333333,0.333333333333,0.333333333333,1.66666666667,140325,A,3.1,3.4,2.25
0,0.666666666667,0.333333333333,0.666666666667,0,0.666666666667,0.333333333333,1,140326,A,2.4,3.4,2.88
0.333333333333,0.333333333333,0.333333333333,1,0.333333333333,0,0.666666666667,1.33333333333,140326,H,2.6,3.3,2.63
0.666666666667,0,0.333333333333,2,0.333333333333,0.333333333333,0.333333333333,1.33333333333,140326,D,2.1,3.4,3.4
0.666666666667,0.333333333333,0,4,0.333333333333,0.333333333333,0.333333333333,1.33333333333,140326,H,1.91,3.75,3.6
0.333333333333,0.666666666667,0,1.33333333333,0,0.666666666667,0.333333333333,1,140326,H,2.75,3.4,2.45
0.666666666667,0,0.333333333333,2.33333333333,0.333333333333,0.333333333333,0.333333333333,1,140328,H,1.8,3.6,4.25
1,0,0,3.66666666667,0.333333333333,0.333333333333,0.333333333333,1.66666666667,140329,D,1.14,8,15
0.333333333333,0.666666666667,0,1.66666666667,0.333333333333,0.666666666667,0,0.666666666667,140329,H,2.15,3.3,3.4
0,1,0,1,0,0.666666666667,0.333333333333,1.33333333333,140329,D,1.33,5.25,8
0.333333333333,0.333333333333,0.333333333333,1,0.666666666667,0,0.333333333333,2.33333333333,140329,H,2.38,3.25,3
0.333333333333,0.333333333333,0.333333333333,1.33333333333,0.666666666667,0.333333333333,0,1.33333333333,140329,A,4.75,4,1.67
0.333333333333,0.333333333333,0.333333333333,1.66666666667,0.333333333333,0.333333333333,0.333333333333,2,140329,H,1.83,3.6,4.2
0,0.666666666667,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,1,140330,A,1.91,3.6,3.8
0.333333333333,0.333333333333,0.333333333333,2,0,1,0,0.666666666667,140330,H,1.75,3.75,4.5
0.333333333333,0,0.666666666667,1.33333333333,0.333333333333,0.333333333333,0.333333333333,1.66666666667,140404,H,3.3,3.5,2.1
0,0.666666666667,0.333333333333,1,1,0,0,3.66666666667,140405,H,7.5,5,1.36
0.333333333333,0.333333333333,0.333333333333,1.33333333333,0.333333333333,0.333333333333,0.333333333333,2,140405,H,1.44,4.5,6.5
0.666666666667,0.333333333333,0,1.33333333333,0.666666666667,0.333333333333,0,2,140405,H,2.5,3.3,2.8
0.333333333333,0.666666666667,0,1.33333333333,0.333333333333,0.333333333333,0.333333333333,1,140405,A,3.3,3.4,2.15
0.333333333333,0.333333333333,0.333333333333,1.66666666667,0.333333333333,0,0.666666666667,1.66666666667,140405,H,1.8,3.75,4.2
0.333333333333,0.333333333333,0.333333333333,1,0.333333333333,0.333333333333,0.333333333333,1,140405,D,3.6,3.6,1.95
0.333333333333,0,0.666666666667,1.66666666667,0.333333333333,0.333333333333,0.333333333333,1.66666666667,140406,H,2.5,3.3,2.75
0,0.666666666667,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,2,140406,D,2.38,3.6,2.7
1,0,0,3,0.333333333333,0.333333333333,0.333333333333,2.33333333333,140411,H,1.67,3.75,5
0.666666666667,0,0.333333333333,3.33333333333,1,0,0,2.33333333333,140412,A,1.5,4.33,6
0.666666666667,0.333333333333,0,2,0,0.333333333333,0.666666666667,1.33333333333,140412,H,2.1,3.4,3.4
0,0.666666666667,0.333333333333,0.666666666667,0,1,0,0.333333333333,140412,H,2.4,3.4,2.8
0.333333333333,0.333333333333,0.333333333333,1.33333333333,0.666666666667,0.333333333333,0,1.66666666667,140412,H,1.8,3.6,4.33
0.666666666667,0.333333333333,0,2.33333333333,0,0.666666666667,0.333333333333,0.666666666667,140412,D,1.95,3.5,3.8
0.333333333333,0.333333333333,0.333333333333,1.33333333333,0,1,0,1,140412,H,1.57,4.2,5.25
0.666666666667,0.333333333333,0,3.66666666667,0.333333333333,0.333333333333,0.333333333333,1,140413,H,2.4,3.5,2.8
0,0.666666666667,0.333333333333,1,0,0.666666666667,0.333333333333,0.333333333333,140413,H,1.67,3.8,5
0.666666666667,0.333333333333,0,1.33333333333,0.333333333333,0.666666666667,0,1.33333333333,140417,A,2,3.5,3.6
0.333333333333,0.666666666667,0,1,0,1,0,0.333333333333,140419,D,1.91,3.5,4
0.666666666667,0,0.333333333333,2.33333333333,0.666666666667,0.333333333333,0,1.66666666667,140419,A,6.5,5,1.4
0.333333333333,0.333333333333,0.333333333333,1,0.333333333333,0.666666666667,0,1.66666666667,140419,H,1.36,5,7.5
1,0,0,2.66666666667,0.666666666667,0.333333333333,0,1.33333333333,140419,H,3.2,3.4,2.2
0.666666666667,0,0.333333333333,1.66666666667,0.333333333333,0.333333333333,0.333333333333,1.66666666667,140419,A,2.9,3.5,2.3
0,0.333333333333,0.666666666667,1,0.333333333333,0,0.666666666667,2.33333333333,140419,H,2.8,3.6,2.3
0.333333333333,0.666666666667,0,1.33333333333,0.333333333333,0.666666666667,0,1.66666666667,140420,A,3.75,3.6,1.91
0.666666666667,0.333333333333,0,1.66666666667,0.333333333333,0,0.666666666667,1,140420,H,2.63,3.5,2.5
0.333333333333,0.666666666667,0,1,0,0.333333333333,0.666666666667,0.666666666667,140425,D,2.7,3.4,2.5
0.333333333333,0.333333333333,0.333333333333,1.66666666667,0.333333333333,0.666666666667,0,1,140426,H,1.2,7,11
0,0.666666666667,0.333333333333,0.666666666667,0,0.666666666667,0.333333333333,0.666666666667,140426,H,2,3.5,3.6
0.666666666667,0.333333333333,0,2.33333333333,0.333333333333,0.666666666667,0,2,140426,D,1.91,3.75,3.6
0.333333333333,0.333333333333,0.333333333333,1.66666666667,1,0,0,3,140426,D,3,3.5,2.25
0.666666666667,0.333333333333,0,2,0,1,0,1.33333333333,140426,H,1.62,4,5.25
0.666666666667,0,0.333333333333,2.33333333333,0.333333333333,0.333333333333,0.333333333333,1.66666666667,140426,D,1.44,4.75,6
0.333333333333,0.333333333333,0.333333333333,0.666666666667,0,1,0,0.666666666667,140427,H,1.85,3.6,4
1,0,0,2.33333333333,0.333333333333,0.666666666667,0,1.33333333333,140427,A,2,3.6,3.5
0.666666666667,0.333333333333,0,2,0,0.666666666667,0.333333333333,0.333333333333,140503,A,2.75,3.5,2.4
0.666666666667,0,0.333333333333,2,0,0.333333333333,0.666666666667,1.66666666667,140503,H,1.36,5.5,7
0.666666666667,0.333333333333,0,1.66666666667,0.666666666667,0.333333333333,0,2.66666666667,140503,A,4.2,4,1.75
1,0,0,3,0,0.333333333333,0.666666666667,0.666666666667,140503,A,3.6,3.6,1.95
0.333333333333,0.333333333333,0.333333333333,1.33333333333,0.666666666667,0.333333333333,0,1.66666666667,140503,A,7,5.25,1.36
0.666666666667,0,0.333333333333,2.33333333333,0,1,0,1,140503,H,1.85,3.8,3.8
0.333333333333,0.666666666667,0,1,0.333333333333,0.666666666667,0,1.33333333333,140503,A,2.1,3.6,3.25
0.666666666667,0.333333333333,0,2.33333333333,0.666666666667,0.333333333333,0,2.33333333333,140503,A,2.7,3.6,2.4
0.333333333333,0.333333333333,0.333333333333,1.66666666667,0,0.666666666667,0.333333333333,0.333333333333,140503,H,2.63,3.5,2.5
0.666666666667,0,0.333333333333,1.33333333333,0,0.666666666667,0.333333333333,0.333333333333,140510,H,1.53,4.33,5.5
0.333333333333,0.333333333333,0.333333333333,2.66666666667,0,0.333333333333,0.666666666667,0.333333333333,140510,H,1.2,7,11
0.333333333333,0.333333333333,0.333333333333,1,0,0.333333333333,0.666666666667,1,140510,H,2,3.6,3.5
0.333333333333,0.333333333333,0.333333333333,1.33333333333,0.666666666667,0,0.333333333333,2.66666666667,140510,A,5.25,4.5,1.53
0.666666666667,0,0.333333333333,1.66666666667,0,0.666666666667,0.333333333333,0.333333333333,140510,H,1.67,4.5,4.2
0.333333333333,0,0.666666666667,1.66666666667,0.333333333333,0.666666666667,0,1.33333333333,140510,H,1.25,6.5,9
1,0,0,2.66666666667,0,1,0,1,140510,H,1.83,4,3.75
0.666666666667,0.333333333333,0,1.33333333333,0,1,0,1,140510,H,1.29,5.5,9.5
0.666666666667,0,0.333333333333,2.66666666667,0.666666666667,0.333333333333,0,1.66666666667,140510,H,1.83,4,3.75
0,0.333333333333,0.666666666667,0.666666666667,0,0.666666666667,0.333333333333,0.666666666667,141024,A,2.55,3.4,2.63
